#      t_n         th_n        vth_n       Rx          Ry          
       16.595       0.736121      5.5497         -25.0243        7.69437        
       16.6       0.76377      5.49941         -25.1871        6.39294        
       16.605       0.791164      5.44765         -25.2797        5.09905        
       16.61       0.818296      5.39449         -25.3041        3.81679        
       16.615       0.84516      5.33998         -25.2623        2.55002        
       16.62       0.871749      5.28417         -25.1567        1.30236        
       16.625       0.898056      5.22711         -24.9896        0.0771832        
       16.63       0.924076      5.16886         -24.7639        -1.12239        
       16.635       0.949802      5.10947         -24.4823        -2.29351        
       16.64       0.975229      5.04898         -24.1478        -3.43358        
       16.645       1.00035      4.98746         -23.7633        -4.54029        
       16.65       1.02516      4.92495         -23.3321        -5.61158        
       16.655       1.04966      4.8615         -22.8573        -6.64566        
       16.66       1.07384      4.79717         -22.3421        -7.641        
       16.665       1.0977      4.732         -21.7896        -8.59632        
       16.67       1.12123      4.66604         -21.2032        -9.51059        
       16.675       1.14442      4.59934         -20.586        -10.383        
       16.68       1.16728      4.53194         -19.9411        -11.213        
       16.685       1.18981      4.46389         -19.2716        -12.0002        
       16.69       1.21199      4.39524         -18.5805        -12.7446        
       16.695       1.23383      4.32601         -17.8708        -13.446        
       16.7       1.25532      4.25627         -17.1453        -14.1048        
       16.705       1.27646      4.18604         -16.4066        -14.7214        
       16.71       1.29725      4.11537         -15.6576        -15.2962        
       16.715       1.31768      4.04429         -14.9007        -15.83        
       16.72       1.33776      3.97285         -14.1382        -16.3237        
       16.725       1.35748      3.90107         -13.3725        -16.778        
       16.73       1.37685      3.82898         -12.6057        -17.1941        
       16.735       1.39585      3.75663         -11.8398        -17.5731        
       16.74       1.41448      3.68404         -11.0768        -17.9161        
       16.745       1.43276      3.61124         -10.3183        -18.2245        
       16.75       1.45067      3.53826         -9.56612        -18.4996        
       16.755       1.46821      3.46513         -8.82167        -18.7427        
       16.76       1.48539      3.39187         -8.08637        -18.9553        
       16.765       1.50221      3.3185         -7.3615        -19.1388        
       16.77       1.51865      3.24506         -6.6482        -19.2946        
       16.775       1.53473      3.17155         -5.94753        -19.4243        
       16.78       1.55044      3.098         -5.26042        -19.5292        
       16.785       1.56578      3.02443         -4.58771        -19.6109        
       16.79       1.58076      2.95086         -3.93013        -19.6708        
       16.795       1.59537      2.87729         -3.28832        -19.7103        
       16.8       1.6096      2.80376         -2.66283        -19.7309        
       16.805       1.62348      2.73027         -2.05412        -19.7339        
       16.81       1.63698      2.65683         -1.4626        -19.7208        
       16.815       1.65012      2.58346         -0.888573        -19.6929        
       16.82       1.66289      2.51016         -0.332287        -19.6515        
